camera_motion,video,group,snippet,length,sum,target test length,test set,tmp,actual test length,total target test,actual total test
FALSE,train_1/Porcine/Dissection/DS_0008.mp4,SurgVisDom_train_indicators,without_camera_motion/vid_416.mp4,40,,,FALSE,0,,,
FALSE,train_1/Porcine/Knot_Tying/KT_0001.mp4,SurgVisDom_train_indicators,without_camera_motion/vid_417.mp4,460,2780,556,FALSE,0,580,,
FALSE,train_1/Porcine/Knot_Tying/KT_0002.mp4,SurgVisDom_train_indicators,without_camera_motion/vid_418.mp4,340,,,FALSE,0,,,
FALSE,train_1/Porcine/Knot_Tying/KT_0003.mp4,SurgVisDom_train_indicators,without_camera_motion/vid_419.mp4,300,,,TRUE,300,,,
FALSE,train_1/Porcine/Knot_Tying/KT_0004.mp4,SurgVisDom_train_indicators,without_camera_motion/vid_420.mp4,320,,,FALSE,0,,,
FALSE,train_1/Porcine/Knot_Tying/KT_0005.mp4,SurgVisDom_train_indicators,without_camera_motion/vid_421.mp4,320,,,FALSE,0,,,
FALSE,train_1/Porcine/Knot_Tying/KT_0006.mp4,SurgVisDom_train_indicators,without_camera_motion/vid_422.mp4,340,,,FALSE,0,,,
FALSE,train_1/Porcine/Knot_Tying/KT_0007.mp4,SurgVisDom_train_indicators,without_camera_motion/vid_423.mp4,280,,,TRUE,280,,,
FALSE,train_1/Porcine/Knot_Tying/KT_0008.mp4,SurgVisDom_train_indicators,without_camera_motion/vid_424.mp4,420,,,FALSE,0,,,
FALSE,train_1/Porcine/Needle_Driving/ND_0001.mp4,SurgVisDom_train_indicators,without_camera_motion/vid_425.mp4,140,1400,280,FALSE,0,460,,
FALSE,train_1/Porcine/Needle_Driving/ND_0002.mp4,SurgVisDom_train_indicators,without_camera_motion/vid_426.mp4,20,,,TRUE,20,,,
FALSE,train_1/Porcine/Needle_Driving/ND_0002.mp4,SurgVisDom_train_indicators,without_camera_motion/vid_427.mp4,20,,,TRUE,20,,,
FALSE,train_1/Porcine/Needle_Driving/ND_0002.mp4,SurgVisDom_train_indicators,without_camera_motion/vid_428.mp4,160,,,FALSE,0,,,
FALSE,train_1/Porcine/Needle_Driving/ND_0003.mp4,SurgVisDom_train_indicators,without_camera_motion/vid_429.mp4,120,,,FALSE,0,,,
FALSE,train_1/Porcine/Needle_Driving/ND_0004.mp4,SurgVisDom_train_indicators,without_camera_motion/vid_430.mp4,160,,,FALSE,0,,,
FALSE,train_1/Porcine/Needle_Driving/ND_0005.mp4,SurgVisDom_train_indicators,without_camera_motion/vid_431.mp4,200,,,FALSE,0,,,
FALSE,train_1/Porcine/Needle_Driving/ND_0006.mp4,SurgVisDom_train_indicators,without_camera_motion/vid_432.mp4,240,,,TRUE,240,,,
FALSE,train_1/Porcine/Needle_Driving/ND_0007.mp4,SurgVisDom_train_indicators,without_camera_motion/vid_433.mp4,40,,,FALSE,0,,,
FALSE,train_1/Porcine/Needle_Driving/ND_0007.mp4,SurgVisDom_train_indicators,without_camera_motion/vid_434.mp4,20,,,FALSE,0,,,
FALSE,train_1/Porcine/Needle_Driving/ND_0007.mp4,SurgVisDom_train_indicators,without_camera_motion/vid_435.mp4,20,,,FALSE,0,,,
FALSE,train_1/Porcine/Needle_Driving/ND_0008.mp4,SurgVisDom_train_indicators,without_camera_motion/vid_436.mp4,40,,,FALSE,0,,,
FALSE,train_1/Porcine/Needle_Driving/ND_0008.mp4,SurgVisDom_train_indicators,without_camera_motion/vid_437.mp4,40,,,FALSE,0,,,
FALSE,train_1/Porcine/Needle_Driving/ND_0009.mp4,SurgVisDom_train_indicators,without_camera_motion/vid_438.mp4,60,,,TRUE,60,,,
FALSE,train_1/Porcine/Needle_Driving/ND_0009.mp4,SurgVisDom_train_indicators,without_camera_motion/vid_439.mp4,40,,,TRUE,40,,,
FALSE,train_1/Porcine/Needle_Driving/ND_0010.mp4,SurgVisDom_train_indicators,without_camera_motion/vid_440.mp4,40,,,TRUE,40,,,
FALSE,train_1/Porcine/Needle_Driving/ND_0010.mp4,SurgVisDom_train_indicators,without_camera_motion/vid_441.mp4,40,,,TRUE,40,,,
FALSE,left.avi,Mountney,without_camera_motion/vid_442.avi,2488,13758,"2751,6",FALSE,0,2698,,
FALSE,left.avi,Mountney,without_camera_motion/vid_443.avi,5275,,,FALSE,0,,,
FALSE,left.avi,Mountney,without_camera_motion/vid_444.avi,2188,,,FALSE,0,,,
FALSE,left.avi,Mountney,without_camera_motion/vid_445.avi,2698,,,TRUE,2698,,,
FALSE,left.avi,Mountney,without_camera_motion/vid_446.avi,1109,,,FALSE,0,,,
FALSE,left.avi,Giannarou,without_camera_motion/vid_447.avi,1409,7943,"1588,6",TRUE,1409,1409,,
FALSE,left.avi,Giannarou,without_camera_motion/vid_448.avi,6534,,,FALSE,0,,,
